#/Users/anjalisarawgi/anaconda3/envs/gnn_parsing/bin/verilog2graph tum-eisec-benchmarks-main/netlist/des_latest/verilog/osu035/des3.v --output_format txt --do-not-zip -o adjlist/des_latest/osu035/des3 -l lib/osu035_stdcells.lib
# GMT Tue Nov 18 14:07:08 2025
# 
INPUT_\desIn[0]  INVX1_31
NAND3X1_328 NAND3X1_329 NAND3X1_435 NAND3X1_459 NAND3X1_523 NAND3X1_552 NAND3X1_566 NAND3X1_589 NAND3X1_646 NAND3X1_711 NAND3X1_757 NAND3X1_775 NAND3X1_807 NAND3X1_825
NAND3X1_329 NAND3X1_336
NAND3X1_330 NAND3X1_332 NAND3X1_434 NAND3X1_448 NAND3X1_526 NAND3X1_553 NAND3X1_563 NAND3X1_577 NAND3X1_643 NAND3X1_719 NAND3X1_742 NAND3X1_763 NAND3X1_805 NAND3X1_817
NAND2X1_322 NOR2X1_357 NOR2X1_358 NOR2X1_363 NOR2X1_367
NOR2X1_357 NAND3X1_332 NAND3X1_400 NAND3X1_429 NAND3X1_446 NAND3X1_466 NAND3X1_490 NAND3X1_505 NAND3X1_525 NAND3X1_545 NAND3X1_566 NAND3X1_588 NAND3X1_598 NAND3X1_612 NAND3X1_637 NAND3X1_650 NAND3X1_670 NAND3X1_699 NAND3X1_708 NAND3X1_728 NAND3X1_748 NAND3X1_774 NAND3X1_790 NAND3X1_808 NAND3X1_824 NAND3X1_861 NAND3X1_909 NAND3X1_950 NAND3X1_990 NAND3X1_1001 NAND3X1_1029 NAND3X1_1041 NAND3X1_1059 NAND3X1_1089 NAND3X1_1101 NAND3X1_1118 NAND3X1_1141 NAND3X1_1165 NAND3X1_1176 NAND3X1_1196 NAND3X1_1216 NAND3X1_1236 NAND3X1_1258 NAND3X1_1277 NAND3X1_1296 NAND3X1_1313 NAND3X1_1343 NAND3X1_1353 NAND3X1_1383
NAND3X1_331 NAND3X1_332 NAND3X1_392 NAND3X1_439 NAND3X1_477 NAND3X1_504 NAND3X1_536 NAND3X1_546 NAND3X1_582 NAND3X1_644 NAND3X1_673 NAND3X1_692 NAND3X1_709 NAND3X1_726 NAND3X1_741
NAND3X1_332 AND2X2_107
NAND3X1_333 NAND3X1_335 NAND3X1_458 NAND3X1_530 NAND3X1_551 NAND3X1_559 NAND3X1_614 NAND3X1_628 NAND3X1_644 NAND3X1_708 NAND3X1_756 NAND3X1_764 NAND3X1_806 NAND3X1_828
NOR2X1_358 NAND3X1_335 NAND3X1_373 NAND3X1_430 NAND3X1_460 NAND3X1_469 NAND2X1_342 NAND3X1_506 NAND3X1_526 NAND3X1_543 NAND2X1_362 NAND3X1_573 NAND3X1_599 NAND3X1_624 NAND3X1_627 NAND3X1_651 NAND3X1_671 NAND3X1_693 NAND3X1_709 NAND3X1_729 NAND3X1_749 NAND3X1_775 NAND3X1_779 NAND3X1_802 NAND3X1_815 NAND3X1_864 NAND3X1_911 NAND3X1_947 NAND3X1_970 NAND3X1_1002 NAND3X1_1014 NAND3X1_1043 NAND3X1_1060 NAND3X1_1074 NAND3X1_1093 NAND3X1_1119 NAND3X1_1137 NAND3X1_1151 NAND3X1_1177 NAND3X1_1197 NAND3X1_1217 NAND3X1_1237 NAND3X1_1252 NAND3X1_1269 NAND3X1_1288 NAND3X1_1314 NAND3X1_1328 NAND3X1_1354 NAND3X1_1367
NAND3X1_334 NAND3X1_335 NAND3X1_381 NAND3X1_440 NAND3X1_471 NAND3X1_508 NAND3X1_525 NAND3X1_581 NAND3X1_604 NAND3X1_658 NAND3X1_674 NAND3X1_687 NAND3X1_713 NAND3X1_727 NAND3X1_742 NAND3X1_784
NAND3X1_335 AND2X2_107
AND2X2_107 NAND3X1_336
NAND3X1_336 NOR2X1_359
NOR2X1_359 NAND2X1_325
AOI22X1_166 NAND3X1_338 NAND3X1_368
NAND3X1_337 NAND3X1_338 NAND3X1_368
NAND3X1_338 NAND3X1_341 NAND3X1_422 NAND3X1_506 NAND3X1_529 NAND3X1_542 NAND3X1_574 NAND3X1_646 NAND3X1_670 NAND3X1_683 NAND3X1_707 NAND3X1_733 NAND3X1_758 NAND3X1_820
NAND2X1_323 NOR2X1_360 NOR2X1_363 NOR2X1_364 NOR2X1_366
NOR2X1_360 NAND3X1_341 NAND3X1_416 NAND3X1_432 NAND3X1_454 NAND3X1_467 NAND3X1_495 NAND3X1_508 NAND3X1_528 NAND3X1_547 NAND3X1_559 NAND3X1_586 NAND3X1_602 NAND3X1_618 NAND3X1_640 NAND3X1_653 NAND3X1_673 NAND3X1_686 NAND3X1_711 NAND3X1_731 NAND3X1_751 NAND3X1_765 NAND3X1_788 NAND3X1_804 NAND3X1_817 NAND3X1_870 NAND3X1_913 NAND3X1_960 NAND3X1_976 NAND3X1_1004 NAND3X1_1019 NAND3X1_1047 NAND3X1_1062 NAND3X1_1087 NAND3X1_1104 NAND3X1_1121 NAND3X1_1145 NAND3X1_1162 NAND3X1_1179 NAND3X1_1199 NAND3X1_1219 NAND3X1_1239 NAND3X1_1261 NAND3X1_1280 NAND3X1_1299 NAND3X1_1316 NAND3X1_1341 NAND3X1_1356 NAND3X1_1378
AOI22X1_167 NAND3X1_340 NAND3X1_367
NAND3X1_339 NAND3X1_340 NAND3X1_367
NAND3X1_340 NAND3X1_341 NAND3X1_427 NAND3X1_524 INVX1_240 NAND3X1_578 NAND3X1_660 NAND3X1_679 NAND3X1_712 NAND3X1_744 NAND3X1_761 NAND3X1_824
NAND3X1_341 NAND3X1_355
AOI22X1_168 NAND3X1_343 NAND3X1_365
NAND3X1_342 NAND3X1_343 NAND3X1_365
NAND3X1_343 NAND3X1_346 NAND3X1_423 NAND3X1_510 NAND3X1_518 NAND3X1_541 NAND3X1_560 NAND3X1_588 NAND3X1_660 NAND3X1_671 NAND3X1_711 NAND3X1_759 NAND3X1_797 NAND3X1_814
NAND2X1_324 NOR2X1_361 NOR2X1_362 NOR2X1_365 NOR2X1_367
NOR2X1_361 NAND3X1_346 NAND3X1_405 NAND3X1_433 NAND3X1_455 NAND3X1_475 NAND3X1_487 NAND3X1_509 NAND3X1_529 NAND3X1_552 NAND3X1_555 NAND3X1_582 NAND2X1_365 NAND3X1_619 NAND3X1_634 NAND3X1_654 NAND3X1_674 NAND3X1_698 NAND3X1_712 NAND3X1_732 NAND3X1_752 NAND2X1_390 NAND3X1_792 NAND3X1_801 NAND3X1_828 NAND3X1_875 NAND3X1_914 NAND3X1_966 NAND3X1_987 NAND3X1_1005 NAND3X1_1026 NAND3X1_1045 NAND3X1_1063 NAND3X1_1083 NAND3X1_1108 NAND3X1_1122 NAND3X1_1143 NAND3X1_1166 NAND3X1_1180 NAND3X1_1200 NAND3X1_1220 NAND3X1_1240 NAND3X1_1265 NAND3X1_1284 NAND3X1_1292 NAND3X1_1317 NAND3X1_1337 NAND3X1_1357 NAND3X1_1371
AOI22X1_169 NAND3X1_345 NAND3X1_364
NAND3X1_344 NAND3X1_345 NAND3X1_364
NAND3X1_345 NAND3X1_346 NAND3X1_428 NAND3X1_514 NAND3X1_528 NAND3X1_538 NAND3X1_561 NAND3X1_579 NAND3X1_661 NAND3X1_665 NAND3X1_689 NAND3X1_701 NAND3X1_758 NAND3X1_815
NAND3X1_346 NAND3X1_355
NOR2X1_362 NAND3X1_351 NAND3X1_420 NAND3X1_434 NAND3X1_461 NAND3X1_474 NAND3X1_482 NAND3X1_510 NAND3X1_530 NAND3X1_546 NAND3X1_561 NAND3X1_583 NAND3X1_607 NAND3X1_625 NAND3X1_629 NAND3X1_655 NAND3X1_675 NAND3X1_688 NAND3X1_713 NAND3X1_733 NAND3X1_753 NAND3X1_761 NAND3X1_795 NAND3X1_800 NAND3X1_829 NAND3X1_880 NAND3X1_917 NAND3X1_957 NAND3X1_986 NAND3X1_1006 NAND3X1_1025 NAND3X1_1044 NAND3X1_1064 NAND3X1_1084 NAND3X1_1103 NAND3X1_1123 NAND3X1_1142 NAND3X1_1161 NAND3X1_1181 NAND3X1_1201 NAND3X1_1221 NAND3X1_1241 NAND3X1_1260 NAND3X1_1279 NAND3X1_1298 NAND3X1_1318 NAND3X1_1338 NAND3X1_1358 NAND3X1_1377
AOI22X1_170 NAND3X1_348 NAND3X1_353
NAND3X1_347 NAND3X1_348 NAND3X1_353
NAND3X1_348 NAND3X1_351 NAND3X1_443 NAND3X1_486 NAND3X1_545 NAND3X1_555 NAND3X1_622 NAND3X1_630 NAND3X1_658 NAND3X1_709 NAND3X1_765 NAND3X1_784 NAND2X1_401 NAND3X1_827
AOI22X1_171 NAND3X1_350 NAND3X1_352
NAND3X1_349 NAND3X1_350 NAND3X1_352
NAND3X1_350 NAND3X1_351 NAND3X1_413 NAND3X1_429 NAND3X1_473 NAND3X1_486 NAND3X1_509 NAND3X1_526 NAND3X1_576 NAND3X1_592 NAND3X1_628 NAND3X1_663 NAND3X1_695 NAND3X1_731 NAND3X1_756 NAND3X1_789
NAND3X1_351 AND2X2_108
NAND3X1_352 NAND3X1_354 NAND3X1_400 NAND3X1_428 NAND3X1_479 NAND3X1_485 NAND3X1_515 NAND3X1_523 NAND3X1_578 NAND3X1_591 NAND3X1_629 NAND3X1_666 NAND3X1_698 NAND3X1_739 NAND3X1_743 NAND3X1_779
NAND3X1_353 NAND3X1_354 NAND3X1_442 NAND3X1_485 NAND3X1_541 NAND3X1_557 NAND2X1_370 NAND3X1_627 NAND3X1_659 NAND3X1_706 NAND3X1_773 NAND3X1_795 NAND3X1_801 NAND3X1_822
NOR2X1_363 NAND3X1_354 NAND3X1_392 NAND3X1_435 NAND3X1_447 NAND3X1_478 NAND3X1_484 NAND3X1_511 NAND3X1_531 NAND3X1_540 NAND3X1_556 NAND3X1_587 NAND3X1_595 NAND3X1_613 NAND3X1_628 NAND3X1_656 NAND3X1_676 NAND3X1_689 NAND3X1_714 NAND3X1_734 NAND3X1_754 NAND3X1_776 NAND3X1_784 NAND3X1_797 NAND3X1_830 NAND3X1_883 NAND3X1_919 NAND3X1_953 NAND3X1_973 NAND3X1_1007 NAND3X1_1015 NAND3X1_1042 NAND3X1_1065 NAND3X1_1088 NAND3X1_1107 NAND3X1_1124 NAND3X1_1134 NAND3X1_1154 NAND3X1_1182 NAND3X1_1202 NAND3X1_1222 NAND3X1_1242 NAND3X1_1264 NAND3X1_1283 NAND3X1_1302 NAND3X1_1319 NAND3X1_1342 NAND3X1_1359 NAND3X1_1381
NAND3X1_354 AND2X2_108
AND2X2_108 NAND3X1_355
NAND3X1_355 NOR2X1_368
AOI22X1_172 NAND3X1_357 NAND3X1_362
NAND3X1_356 NAND3X1_357 NAND3X1_362
NAND3X1_357 NAND3X1_360 NAND3X1_445 NAND3X1_484 NAND2X1_352 NAND3X1_557 NAND3X1_620 NAND3X1_632 NAND3X1_651 NAND3X1_702 NAND3X1_753 NAND3X1_770 NAND3X1_804 NAND3X1_825
AOI22X1_173 NAND3X1_359 NAND3X1_361
NAND3X1_358 NAND3X1_359 NAND3X1_361
NAND3X1_359 NAND3X1_360 NAND3X1_376 NAND3X1_422 NAND3X1_465 NAND3X1_484 NAND3X1_515 NAND3X1_519 NAND3X1_588 NAND3X1_600 NAND3X1_655 NAND3X1_681 NAND3X1_686 NAND3X1_724 NAND3X1_749 NAND3X1_786
NOR2X1_364 NAND3X1_360 NAND3X1_379 NAND3X1_437 NAND3X1_459 NAND3X1_464 NAND3X1_485 NAND3X1_513 NAND3X1_533 NAND3X1_539 NAND3X1_562 NAND3X1_577 NAND3X1_605 NAND3X1_623 NAND3X1_631 NAND3X1_658 NAND3X1_678 NAND3X1_683 NAND3X1_716 NAND3X1_736 NAND3X1_756 NAND3X1_768 NAND3X1_793 NAND2X1_400 NAND3X1_819 NAND3X1_889 NAND3X1_923 NAND3X1_937 NAND3X1_971 NAND3X1_1009 NAND3X1_1028 NAND3X1_1038 NAND3X1_1067 NAND3X1_1078 NAND3X1_1094 NAND3X1_1126 NAND3X1_1131 NAND3X1_1153 NAND3X1_1184 NAND3X1_1204 NAND3X1_1224 NAND3X1_1244 NAND3X1_1250 NAND3X1_1271 NAND3X1_1289 NAND3X1_1321 NAND3X1_1332 NAND3X1_1361 NAND3X1_1368
NAND3X1_360 AND2X2_109
NAND3X1_361 NAND3X1_363 NAND3X1_383 NAND3X1_425 NAND3X1_466 NAND3X1_482 NAND3X1_509 NAND3X1_520 NAND3X1_572 NAND3X1_599 NAND3X1_656 NAND3X1_673 NAND3X1_684 NAND3X1_721 NAND3X1_746 NAND3X1_793
NAND3X1_362 NAND3X1_363 NAND3X1_446 NAND3X1_482 NAND3X1_550 NAND3X1_555 NAND3X1_624 NAND3X1_631 NAND3X1_648 NAND3X1_717 NAND3X1_754 NAND3X1_762 NAND3X1_810 NAND3X1_817
NOR2X1_365 NAND3X1_363 NAND3X1_410 NAND3X1_438 NAND3X1_448 NAND3X1_477 NAND3X1_486 NAND3X1_514 NAND3X1_534 NAND3X1_548 NAND3X1_560 NAND3X1_589 NAND3X1_604 NAND3X1_614 NAND3X1_632 NAND3X1_659 NAND3X1_679 NAND3X1_697 NAND3X1_703 NAND3X1_737 NAND3X1_743 NAND3X1_772 NAND3X1_786 NAND3X1_798 NAND3X1_820 NAND3X1_892 NAND3X1_925 NAND3X1_939 NAND3X1_972 NAND3X1_1010 NAND3X1_1017 NAND3X1_1039 NAND3X1_1068 NAND3X1_1090 NAND3X1_1095 NAND3X1_1127 NAND3X1_1146 NAND3X1_1164 NAND3X1_1171 NAND3X1_1191 NAND3X1_1225 NAND3X1_1245 NAND3X1_1263 NAND3X1_1282 NAND3X1_1290 NAND3X1_1308 NAND3X1_1344 NAND3X1_1348 NAND3X1_1369
NAND3X1_363 AND2X2_109
AND2X2_109 NAND3X1_370
NAND3X1_364 NAND3X1_366 NAND3X1_429 NAND3X1_513 NAND3X1_536 NAND2X1_350 NAND3X1_556 NAND3X1_581 NAND3X1_653 NAND3X1_664 NAND3X1_688 NAND3X1_704 NAND3X1_752 NAND3X1_812
NOR2X1_366 NAND3X1_366 NAND2X1_330 NAND3X1_439 NAND3X1_450 NAND3X1_480 NAND3X1_488 NAND3X1_515 NAND3X1_535 NAND3X1_553 NAND3X1_557 NAND3X1_584 NAND3X1_596 NAND3X1_616 NAND3X1_639 NAND3X1_660 NAND3X1_680 NAND3X1_695 NAND3X1_718 NAND3X1_738 NAND3X1_758 NAND3X1_769 NAND3X1_785 NAND2X1_401 NAND3X1_823 NAND3X1_895 NAND3X1_926 NAND3X1_967 NAND3X1_992 NAND3X1_1011 NAND3X1_1023 NAND3X1_1034 NAND3X1_1069 NAND3X1_1085 NAND3X1_1102 NAND3X1_1128 NAND3X1_1148 NAND3X1_1160 NAND3X1_1186 NAND3X1_1206 NAND3X1_1226 NAND3X1_1246 NAND3X1_1259 NAND3X1_1278 NAND3X1_1293 NAND3X1_1323 NAND3X1_1339 NAND3X1_1363 NAND3X1_1372
NAND3X1_365 NAND3X1_366 NAND3X1_424 NAND3X1_511 NAND3X1_521 NAND3X1_545 NAND3X1_562 NAND3X1_572 NAND3X1_654 NAND3X1_668 NAND3X1_719 NAND3X1_751 NAND3X1_800 NAND3X1_813
NAND3X1_366 NAND3X1_370
NAND3X1_367 NAND3X1_369 NAND3X1_430 NAND3X1_525 NAND3X1_550 NAND3X1_565 NAND3X1_576 NAND3X1_654 NAND3X1_678 NAND3X1_718 NAND3X1_741 NAND3X1_776 NAND3X1_798 NAND3X1_818
NOR2X1_367 NAND3X1_369 NAND3X1_389 NAND3X1_440 NAND2X1_334 NAND3X1_472 NAND3X1_489 NAND3X1_516 NAND3X1_536 NAND3X1_551 NAND3X1_558 NAND3X1_574 NAND3X1_606 NAND3X1_617 NAND3X1_636 NAND3X1_661 NAND3X1_681 NAND3X1_684 NAND3X1_719 NAND3X1_739 NAND3X1_759 NAND3X1_773 NAND3X1_794 NAND3X1_810 NAND3X1_825 NAND3X1_898 NAND3X1_927 NAND3X1_965 NAND3X1_978 NAND3X1_1012 NAND3X1_1020 NAND3X1_1037 NAND3X1_1070 NAND3X1_1075 NAND3X1_1109 NAND3X1_1129 NAND3X1_1139 NAND3X1_1167 NAND3X1_1187 NAND3X1_1207 NAND3X1_1227 NAND3X1_1247 NAND3X1_1266 NAND3X1_1285 NAND3X1_1304 NAND3X1_1324 NAND3X1_1329 NAND3X1_1364 NAND3X1_1375
NAND3X1_368 NAND3X1_369 NAND3X1_425 NAND3X1_503 NAND3X1_535 NAND3X1_543 NAND3X1_586 NAND3X1_643 NAND3X1_669 NAND3X1_697 NAND3X1_708 NAND3X1_734 NAND3X1_752 NAND3X1_819
NAND3X1_369 NAND3X1_370
NAND3X1_370 NOR2X1_368
NOR2X1_368 NAND2X1_325
NAND2X1_325 NOR2X1_6 AND2X2_3
NAND3X1_371 NAND3X1_372 NAND3X1_380
AOI22X1_174 NAND3X1_372 NAND3X1_380
NAND3X1_372 NAND3X1_373 NAND3X1_454 NAND3X1_464 NAND3X1_491 NAND3X1_540 NAND3X1_567 NAND3X1_591 NAND3X1_619 NAND3X1_636 NAND3X1_733 NAND3X1_770 NAND3X1_790 NAND3X1_803 NAND3X1_820
NAND3X1_373 NAND2X1_326
NAND3X1_374 NAND3X1_375 NAND3X1_382
AOI22X1_175 NAND3X1_375 NAND3X1_382
NAND3X1_375 NAND3X1_376 NAND3X1_442 NAND3X1_468 NAND3X1_495 NAND2X1_362 NAND3X1_601 NAND3X1_619 NAND3X1_639 NAND3X1_689 NAND3X1_737 NAND3X1_774 NAND3X1_778 NAND3X1_807 NAND3X1_829
NAND3X1_376 NAND2X1_326
NAND2X1_326 NOR2X1_369
NAND3X1_377 NAND3X1_378 NAND3X1_409
AOI22X1_176 NAND3X1_378 NAND3X1_409
NAND3X1_378 NAND3X1_379 NAND3X1_450 NAND3X1_474 NAND3X1_490 NAND3X1_548 NAND3X1_563 NAND3X1_599 NAND3X1_617 NAND3X1_635 NAND3X1_765 NAND3X1_783 NAND3X1_806 NAND3X1_812
NAND3X1_379 NAND3X1_384
NAND3X1_380 NAND3X1_381 NAND2X1_334 NAND3X1_477 NAND3X1_494 NAND3X1_546 NAND3X1_569 NAND3X1_592 NAND3X1_616 NAND3X1_640 NAND3X1_734 NAND3X1_762 NAND3X1_780 NAND3X1_808 NAND3X1_819
NAND3X1_381 NAND3X1_384
NAND3X1_382 NAND3X1_383 NAND3X1_443 NAND3X1_469 NAND3X1_489 NAND3X1_565 NAND3X1_598 NAND3X1_616 NAND3X1_634 NAND3X1_688 NAND3X1_736 NAND3X1_764 NAND3X1_781 NAND3X1_805 NAND3X1_830
NAND3X1_383 NAND3X1_384
NAND3X1_384 NOR2X1_369
NOR2X1_369 NAND3X1_421
AOI22X1_177 NAND3X1_386 NAND3X1_415
NAND3X1_385 NAND3X1_386 NAND3X1_415
NAND3X1_386 NAND3X1_389 NAND3X1_456 NAND3X1_479 NAND3X1_495 NAND3X1_506 NAND2X1_365 NAND3X1_611 NAND3X1_641 NAND3X1_675 NAND3X1_694 NAND3X1_728 NAND3X1_772 NAND3X1_785 NAND3X1_797
AOI22X1_178 NAND3X1_388 NAND3X1_414
NAND3X1_387 NAND3X1_388 NAND3X1_414
NAND3X1_388 NAND3X1_389 NAND3X1_427 NAND3X1_475 NAND3X1_492 NAND3X1_501 NAND3X1_531 NAND3X1_589 NAND3X1_593 NAND3X1_623 NAND3X1_627 NAND3X1_665 NAND3X1_686 NAND3X1_738 NAND3X1_790
NAND3X1_389 NAND2X1_327
NAND3X1_390 NAND3X1_391 NAND3X1_419
AOI22X1_179 NAND3X1_391 NAND3X1_419
NAND3X1_391 NAND3X1_392 NAND3X1_450 NAND3X1_496 NAND3X1_543 NAND3X1_564 NAND3X1_604 NAND3X1_610 NAND3X1_638 NAND3X1_713 NAND2X1_390 NAND3X1_789 NAND3X1_810 NAND3X1_813
NAND3X1_392 NAND2X1_327
NAND2X1_327 NOR2X1_370
AOI22X1_180 NAND3X1_394 NAND3X1_406
NAND3X1_393 NAND3X1_394 NAND3X1_406
NAND3X1_394 NAND3X1_397 NAND3X1_423 NAND3X1_467 NAND3X1_483 NAND3X1_516 NAND3X1_533 NAND3X1_573 NAND3X1_601 NAND3X1_613 NAND3X1_632 NAND3X1_670 NAND3X1_698 NAND3X1_738 NAND3X1_753 NAND3X1_782
AOI22X1_181 NAND3X1_396 NAND3X1_407
NAND3X1_395 NAND3X1_396 NAND3X1_407
NAND3X1_396 NAND3X1_397 NAND3X1_444 NAND3X1_465 NAND3X1_487 NAND3X1_514 NAND3X1_561 NAND3X1_602 NAND3X1_609 NAND3X1_636 NAND3X1_685 NAND3X1_723 NAND3X1_775 NAND3X1_785 NAND2X1_400
NAND3X1_397 NAND2X1_328
AOI22X1_182 NAND3X1_399 NAND3X1_412
NAND3X1_398 NAND3X1_399 NAND3X1_412
NAND3X1_399 NAND3X1_400 NAND3X1_445 NAND3X1_463 NAND3X1_487 NAND3X1_510 NAND3X1_560 NAND3X1_593 NAND3X1_618 NAND3X1_639 NAND3X1_683 NAND3X1_729 NAND3X1_771 NAND3X1_794 NAND3X1_799
NAND3X1_400 NAND2X1_328
NAND2X1_328 NOR2X1_370
NOR2X1_370 NAND3X1_421
AOI22X1_183 NAND3X1_402 NAND3X1_417
NAND3X1_401 NAND3X1_402 NAND3X1_417
NAND3X1_402 NAND3X1_405 NAND3X1_434 NAND3X1_448 NAND3X1_472 NAND3X1_494 NAND3X1_499 NAND3X1_596 NAND3X1_622 NAND3X1_638 NAND3X1_678 NAND3X1_699 NAND3X1_721 NAND3X1_776 NAND3X1_788
AOI22X1_184 NAND3X1_404 NAND3X1_418
NAND3X1_403 NAND3X1_404 NAND3X1_418
NAND3X1_404 NAND3X1_405 NAND3X1_438 NAND3X1_461 NAND3X1_480 NAND3X1_490 NAND3X1_504 NAND3X1_587 NAND3X1_606 NAND3X1_624 NAND2X1_377 NAND3X1_668 NAND3X1_687 NAND3X1_731 NAND3X1_781
NAND3X1_405 NAND3X1_411
NAND3X1_406 NAND3X1_408 NAND3X1_424 NAND3X1_472 NAND2X1_342 NAND3X1_508 NAND3X1_534 NAND3X1_571 NAND3X1_598 NAND3X1_625 NAND3X1_631 NAND3X1_669 NAND3X1_695 NAND3X1_732 NAND3X1_754 NAND3X1_783
NAND3X1_407 NAND3X1_408 NAND3X1_458 NAND3X1_466 NAND3X1_488 NAND3X1_513 NAND3X1_556 NAND3X1_606 NAND3X1_610 NAND3X1_640 NAND3X1_693 NAND3X1_722 NAND3X1_763 NAND3X1_792 NAND3X1_798
NAND3X1_408 NAND3X1_411
NAND3X1_409 NAND3X1_410 NAND3X1_455 NAND3X1_478 NAND3X1_493 NAND3X1_539 NAND3X1_566 NAND3X1_600 NAND3X1_618 NAND3X1_641 NAND3X1_773 NAND3X1_782 NAND3X1_809 NAND3X1_815
NAND3X1_410 NAND3X1_411
NAND3X1_411 NOR3X1_30
NAND3X1_412 NAND3X1_413 NAND3X1_446 NAND3X1_471 NAND3X1_488 NAND3X1_511 NAND3X1_562 NAND3X1_594 NAND3X1_617 NAND3X1_634 NAND3X1_697 NAND3X1_726 NAND3X1_767 NAND3X1_788 NAND3X1_802
NAND3X1_413 NAND2X1_329
NAND3X1_414 NAND3X1_416 NAND3X1_430 NAND3X1_480 NAND3X1_496 NAND3X1_498 NAND3X1_530 NAND3X1_577 NAND3X1_594 NAND3X1_614 NAND3X1_630 NAND3X1_664 NAND3X1_684 NAND3X1_732 NAND3X1_780
NAND3X1_415 NAND3X1_416 NAND3X1_460 NAND3X1_473 NAND3X1_489 NAND3X1_503 NAND3X1_596 NAND3X1_612 NAND3X1_635 NAND3X1_676 NAND3X1_692 NAND3X1_727 NAND3X1_768 NAND3X1_792 NAND3X1_800
NAND3X1_416 NAND2X1_329
NAND2X1_329 NOR3X1_30
NAND3X1_417 INVX1_238 NAND3X1_435 NAND3X1_459 NAND3X1_467 NAND3X1_491 NAND3X1_500 NAND3X1_637 NAND3X1_679 NAND3X1_724 NAND3X1_761 NAND3X1_794
INVX1_238 OAI21X1_132 OAI21X1_138 OAI21X1_139 OAI21X1_141
NAND3X1_418 NAND2X1_330 NAND3X1_437 NAND3X1_447 NAND3X1_475 NAND3X1_493 NAND3X1_505 NAND3X1_583 NAND3X1_602 NAND3X1_620 NAND3X1_633 NAND3X1_671 NAND3X1_691 NAND3X1_739 NAND3X1_778
NAND2X1_330 OAI21X1_132
NAND3X1_419 NAND3X1_420 NAND3X1_455 NAND3X1_492 NAND3X1_542 NAND3X1_568 NAND3X1_605 NAND3X1_609 NAND3X1_637 NAND3X1_714 NAND3X1_769 NAND3X1_779 NAND3X1_804 NAND3X1_814
NAND3X1_420 OAI21X1_132
OAI21X1_132 NOR3X1_30
NOR3X1_30 NAND3X1_421
NAND3X1_421 NOR2X1_8 AND2X2_4
NAND3X1_422 AND2X2_110
NAND3X1_423 AND2X2_110
AND2X2_110 NAND3X1_426
NAND3X1_424 NAND3X1_426
NAND3X1_425 NAND3X1_426
NAND3X1_426 NOR2X1_371
NAND3X1_427 NAND3X1_431
NAND3X1_428 NAND3X1_431
NAND3X1_429 AND2X2_111
NAND3X1_430 AND2X2_111
AND2X2_111 NAND3X1_431
NAND3X1_431 NOR2X1_371
NOR2X1_371 NAND2X1_331
NAND3X1_432 NAND3X1_436
NAND3X1_433 NAND3X1_436
NAND3X1_434 AND2X2_112
NAND3X1_435 AND2X2_112
AND2X2_112 NAND3X1_436
NAND3X1_436 NOR2X1_372
NAND3X1_437 AND2X2_113
NAND3X1_438 AND2X2_113
AND2X2_113 NAND3X1_441
NAND3X1_439 NAND3X1_441
NAND3X1_440 NAND3X1_441
NAND3X1_441 NOR2X1_372
NOR2X1_372 NAND2X1_331
NAND2X1_331 NOR2X1_10 AND2X2_5
NAND3X1_442 NAND2X1_332
NAND3X1_443 NAND2X1_332
NAND2X1_332 NOR3X1_31
NAND3X1_444 NAND2X1_333
NAND3X1_445 NAND2X1_333
NAND2X1_333 NOR3X1_31
NAND3X1_446 NAND3X1_449
NAND3X1_447 NAND3X1_449
NAND3X1_448 NAND3X1_449
NAND3X1_449 NOR3X1_31
NOR3X1_31 NAND3X1_462
NAND3X1_450 OAI21X1_133
AOI22X1_185 NAND3X1_452 NAND3X1_453
NAND3X1_451 NAND3X1_452 NAND3X1_453
NAND3X1_452 INVX1_239 NAND3X1_559 NAND3X1_607 NAND3X1_612 NAND3X1_656 NAND3X1_703 NAND3X1_793 NAND3X1_818
INVX1_239 OAI21X1_133 OAI21X1_134 OAI21X1_135 OAI21X1_140 OAI21X1_142 OAI21X1_144
NAND2X1_334 OAI21X1_133
OAI21X1_133 NOR2X1_373
NAND3X1_453 NAND3X1_454 NAND3X1_483 NAND3X1_538 NAND3X1_558 NAND3X1_595 NAND3X1_611 NAND3X1_633 NAND3X1_655 NAND3X1_716 NAND3X1_769 NAND3X1_786 NAND3X1_801 NAND3X1_824
NAND3X1_454 NAND3X1_457
NAND3X1_455 NAND3X1_457
NAND3X1_456 NAND3X1_457
NAND3X1_457 NOR2X1_373
NOR2X1_373 NAND3X1_462
NAND3X1_458 NAND2X1_335
NAND3X1_459 NAND2X1_335
NAND2X1_335 NOR2X1_374
NAND3X1_460 NAND2X1_336
NAND3X1_461 NAND2X1_336
NAND2X1_336 NOR2X1_374
NOR2X1_374 NAND3X1_462
NAND3X1_462 NOR2X1_12 AND2X2_6
NAND3X1_463 NAND2X1_337
NAND3X1_464 NAND2X1_337
NAND2X1_337 NOR2X1_375
NAND3X1_465 NAND2X1_338
NAND3X1_466 NAND2X1_338
NAND2X1_338 NOR2X1_375
NOR2X1_375 NAND3X1_481
NAND3X1_467 NAND3X1_470
NAND3X1_468 NAND3X1_470
NAND3X1_469 NAND3X1_470
NAND3X1_470 NOR2X1_376
NAND3X1_471 NAND2X1_339
